Num_Acc;id_vehicule;num_veh;senc;catv;obs;obsm;choc;manv;motor
5222;155 671 300;A01;1;30;7;0;1;1;1
5206;155 671 323;A01;2;7;13;0;1;15;1
5127;155 671 460;B01;1;7;1;2;1;2;0
5127;155 671 463;A01;1;7;0;0;5;23;0
4938;155 671 790;A01;3;37;0;2;5;1;6
4938;155 671 793;B01;3;1;0;2;8;1;5
4837;155 671 969;A01;1;7;0;2;1;2;1
4837;155 671 971;B01;1;7;0;2;4;1;1
4616;155 672 383;A01;1;7;0;2;2;1;1
4492;155 672 608;A01;3;7;0;1;2;1;0
4448;155 672 698;B01;3;7;0;2;2;1;1
4448;155 672 701;A01;3;7;0;2;2;5;1
4402;155 672 782;A01;2;7;0;1;1;1;1
4400;155 672 786;A01;3;10;0;2;3;15;1
4400;155 672 789;B01;3;34;0;2;1;1;1
4379;155 672 824;A01;2;7;0;2;3;5;1
4379;155 672 830;B01;0;7;0;2;1;1;1
4292;155 672 977;B01;1;7;0;2;2;0;1
4292;155 672 980;A01;0;7;0;2;2;1;1
4136;155 673 255;B01;1;7;0;2;1;1;0
4136;155 673 257;C01;1;7;0;2;1;1;1
4136;155 673 259;A01;2;7;0;2;1;13;0
3689;155 674 060;A01;2;7;0;1;1;1;1
3685;155 674 062;A01;2;7;0;2;1;13;1
3685;155 674 063;B01;1;7;0;2;1;2;1
3391;155 674 590;A01;1;7;13;0;3;13;0
3241;155 674 869;A01;2;7;0;2;1;13;1
3241;155 674 870;B01;1;7;0;2;1;1;1
2948;155 675 373;A01;1;33;0;2;8;1;1
2948;155 675 374;B01;1;7;0;2;8;10;1
2939;155 675 386;A01;1;7;0;2;1;13;0
2939;155 675 389;B01;2;7;0;2;1;1;0
2476;155 676 194;A01;1;7;0;2;2;1;1
2476;155 676 196;B01;2;7;0;2;2;1;1
2474;155 676 199;B01;1;7;0;0;8;15;0
2474;155 676 202;A01;1;7;0;0;2;17;0
2456;155 676 229;A01;2;7;0;2;1;1;1
2456;155 676 230;B01;2;15;0;2;4;1;1
2393;155 676 356;A01;2;32;0;2;1;21;1
2393;155 676 359;B01;1;7;0;9;3;15;1
2389;155 676 361;B01;1;31;0;2;1;1;1
2389;155 676 364;A01;3;7;0;2;3;26;1
2386;155 676 367;B01;2;32;0;2;1;1;3
2386;155 676 369;A01;2;7;0;2;3;15;1
2280;155 676 550;A01;1;7;0;2;1;17;1
2280;155 676 551;B01;2;7;0;2;3;1;1
2184;155 676 720;A01;1;10;0;2;1;16;1
2184;155 676 722;B01;3;1;0;2;7;19;5
1980;155 677 062;B01;2;15;0;2;8;1;0
1980;155 677 063;A01;2;7;3;2;2;12;0
1980;155 677 065;C01;2;15;1;0;2;1;0
1716;155 677 533;A01;2;7;0;2;1;12;0
1716;155 677 534;B01;2;7;0;2;4;1;0
1698;155 677 563;A01;1;7;3;0;9;0;1
1670;155 677 612;B01;2;1;0;0;8;1;5
1670;155 677 613;A01;1;7;0;2;1;15;1
1366;155 678 159;A01;3;7;0;2;1;19;1
1366;155 678 161;B01;2;32;0;2;8;1;1
1197;155 678 448;A01;1;10;0;2;2;16;1
1197;155 678 450;B01;2;33;0;2;1;7;1
1078;155 678 659;A01;3;7;0;2;3;1;2
1078;155 678 661;B01;3;7;0;2;3;1;1
915;155 678 961;A01;2;33;0;2;0;1;1
915;155 678 964;B01;1;10;0;2;3;1;1
915;155 678 966;C01;1;10;0;2;3;1;1
910;155 678 969;A01;3;7;0;2;3;1;0
910;155 678 970;B01;3;7;0;2;3;17;0
889;155 679 002;A01;1;7;0;2;3;5;1
889;155 679 004;B01;2;7;0;2;3;1;1
786;155 679 167;A01;1;7;0;0;3;1;1
786;155 679 169;B01;1;7;3;0;2;14;1
779;155 679 178;A01;2;7;16;0;9;1;0
679;155 679 350;B01;2;7;0;0;6;15;0
679;155 679 351;A01;2;2;0;0;1;17;1
597;155 679 492;A01;1;30;0;2;4;1;1
597;155 679 493;X01;1;7;0;2;1;1;1
595;155 679 495;A01;2;33;0;2;3;15;1
595;155 679 496;B01;2;1;0;2;1;17;5
58;155 680 459;A01;0;10;0;1;5;0;1
57;155 680 460;A01;1;7;0;1;2;1;1
56;155 680 461;A01;2;7;0;2;8;1;0
56;155 680 462;B01;1;33;0;2;1;13;0
49;155 680 471;C01;2;1;0;0;4;0;5
49;155 680 472;B01;2;1;0;0;6;0;5
49;155 680 473;A01;2;7;0;9;1;1;1
47;155 680 476;A01;2;1;0;0;7;0;5
47;155 680 477;B01;2;7;0;0;8;1;1
